version,sha256,path,os_name,os_arch
3.10.14,e3118c24da7f98aa51ec70694fdd2ae276db022a2c7a2a1456748f55dff485cf,pythons/3.10.14/ubuntu-22-04-arm64-e3118c24da7f98aa51ec70694fdd2ae276db022a2c7a2a1456748f55dff485cf.tar,ubuntu 22.04,arm64
3.10.14,ec6afe3a9acf06906bec2559f271d8bd37c6ee205d2ce907e618c288dc87a463,pythons/3.10.14/ubuntu-22-04-x86_64-ec6afe3a9acf06906bec2559f271d8bd37c6ee205d2ce907e618c288dc87a463.tar,ubuntu 22.04,x86_64
3.10.14,0d951b1634855b0820f70da6ee360eb13f647531bec1d6077d77f231c4e87a5a,pythons/3.10.14/ubuntu-24-04-arm64-0d951b1634855b0820f70da6ee360eb13f647531bec1d6077d77f231c4e87a5a.tar,ubuntu 24.04,arm64
3.10.14,9f39c04204fe70dc70b31ed480f7b55548b199beae1c212ac413c4d84d8f52fb,pythons/3.10.14/ubuntu-24-04-x86_64-9f39c04204fe70dc70b31ed480f7b55548b199beae1c212ac413c4d84d8f52fb.tar,ubuntu 24.04,x86_64
3.10.15,a7d428152fe77fbd0bc022568ac232f8c4a00680461ae6f106126fc2b3197cf1,pythons/3.10.15/ubuntu-22-04-arm64-a7d428152fe77fbd0bc022568ac232f8c4a00680461ae6f106126fc2b3197cf1.tar,ubuntu 22.04,arm64
3.10.15,78b4d2ddaa69a31abca79f48521233af55c713bab07c3397e0b0e487e2fd5164,pythons/3.10.15/ubuntu-22-04-x86_64-78b4d2ddaa69a31abca79f48521233af55c713bab07c3397e0b0e487e2fd5164.tar,ubuntu 22.04,x86_64
3.10.15,1008a84d86055a85a1db4c9a11706d02ec4677c593eb8881430b765d5a3f7e07,pythons/3.10.15/ubuntu-24-04-arm64-1008a84d86055a85a1db4c9a11706d02ec4677c593eb8881430b765d5a3f7e07.tar,ubuntu 24.04,arm64
3.10.15,6c3500379b0a525067f20667598e5620482cb2b9296ef567c933871ac1b1e9c8,pythons/3.10.15/ubuntu-24-04-x86_64-6c3500379b0a525067f20667598e5620482cb2b9296ef567c933871ac1b1e9c8.tar,ubuntu 24.04,x86_64
3.10.16,758ea5d3d8e49dd8347f7076864881d3e098c7293d616cbaae4c17eeaadc8379,pythons/3.10.16/ubuntu-22-04-arm64-758ea5d3d8e49dd8347f7076864881d3e098c7293d616cbaae4c17eeaadc8379.tar,ubuntu 22.04,arm64
3.10.16,c5a94ba4d35360d0f48f72ca43d10760efef66156190defbd9466452e3fa3b4f,pythons/3.10.16/ubuntu-22-04-x86_64-c5a94ba4d35360d0f48f72ca43d10760efef66156190defbd9466452e3fa3b4f.tar,ubuntu 22.04,x86_64
3.10.16,1330aa4cc4781af9059cdd06004801d605f0a5b515e2bd7fd2f76cbcb503cabf,pythons/3.10.16/ubuntu-24-04-arm64-1330aa4cc4781af9059cdd06004801d605f0a5b515e2bd7fd2f76cbcb503cabf.tar,ubuntu 24.04,arm64
3.10.16,3a578b73cbc9d5554657a83a2ed090aa93f1818962e4ab49afc4654f16d9408d,pythons/3.10.16/ubuntu-24-04-x86_64-3a578b73cbc9d5554657a83a2ed090aa93f1818962e4ab49afc4654f16d9408d.tar,ubuntu 24.04,x86_64
3.10.17,3ccbfe5cf548c760c48d3fd07221ad1945e35d5445131f9d83f76e1bc0edddda,pythons/3.10.17/ubuntu-22-04-arm64-3ccbfe5cf548c760c48d3fd07221ad1945e35d5445131f9d83f76e1bc0edddda.tar,ubuntu 22.04,arm64
3.10.17,22c691e413d8e5ec83324228dfe2e667ce2511b9908a6068d4c3d30d0bdc3c2d,pythons/3.10.17/ubuntu-22-04-x86_64-22c691e413d8e5ec83324228dfe2e667ce2511b9908a6068d4c3d30d0bdc3c2d.tar,ubuntu 22.04,x86_64
3.10.17,7e9671016e0170304870f2f2b118160e36e302ec9a4db1d63f7501d2de9eb72c,pythons/3.10.17/ubuntu-24-04-arm64-7e9671016e0170304870f2f2b118160e36e302ec9a4db1d63f7501d2de9eb72c.tar,ubuntu 24.04,arm64
3.10.17,bf199bd1e59ebe28f7892cadf9e942e9a7d8bb174b23efb4171a4a963562919c,pythons/3.10.17/ubuntu-24-04-x86_64-bf199bd1e59ebe28f7892cadf9e942e9a7d8bb174b23efb4171a4a963562919c.tar,ubuntu 24.04,x86_64
3.10.18,c3f8c16057dc7a9e7fdc71b90e21a7186d74bca3cefbab0ae3eea196bd7392a5,pythons/3.10.18/ubuntu-22-04-arm64-c3f8c16057dc7a9e7fdc71b90e21a7186d74bca3cefbab0ae3eea196bd7392a5.tar,ubuntu 22.04,arm64
3.10.18,ff839e7e14df9d20941ee2bc3bc646824acef065f620a7061d7b11dc39c1f3de,pythons/3.10.18/ubuntu-22-04-x86_64-ff839e7e14df9d20941ee2bc3bc646824acef065f620a7061d7b11dc39c1f3de.tar,ubuntu 22.04,x86_64
3.10.18,e1804428b7f97b739cf39eda2e5a8c856b3de50afef30d7c930a7c1bc1f20295,pythons/3.10.18/ubuntu-24-04-arm64-e1804428b7f97b739cf39eda2e5a8c856b3de50afef30d7c930a7c1bc1f20295.tar,ubuntu 24.04,arm64
3.10.18,1e4cddc30a1a52fc4e25487b3e74fdb033d89ed9fe5a872a9761b97f505aabe3,pythons/3.10.18/ubuntu-24-04-x86_64-1e4cddc30a1a52fc4e25487b3e74fdb033d89ed9fe5a872a9761b97f505aabe3.tar,ubuntu 24.04,x86_64
